previousids	refseqids
Tc00.1047053511527.50	XP_809652
Tc00.1047053511407.60	XP_810463
Tc00.1047053509033.20	XP_811008
Tc00.1047053511815.150	XP_814452
Tc00.1047053511261.50	XP_815073
Tc00.1047053503571.19	XP_805178
Tc00.1047053506335.9	XP_813422
Tc00.1047053508799.80	XP_819798
Tc00.1047053508993.10	XP_803935
Tc00.1047053458241.10	XP_802669
Tc00.1047053508197.10	XP_803249
Tc00.1047053503693.11	XP_804490
Tc00.1047053509845.9	XP_804927
Tc00.1047053510381.50	XP_807305
Tc00.1047053504179.69	XP_808530
Tc00.1047053507639.30	XP_810085
Tc00.1047053508859.80	XP_812077
Tc00.1047053509267.3	XP_812458
Tc00.1047053503899.10	XP_812796
Tc00.1047053484949.9	XP_802582
Tc00.1047053508717.20	XP_811027
Tc00.1047053510819.40	XP_812842
Tc00.1047053503669.20	XP_803958
Tc00.1047053508137.30	XP_805483
Tc00.1047053503789.60	XP_807569
Tc00.1047053510397.5	XP_808298
Tc00.1047053505939.70	XP_810012
Tc00.1047053506167.50	XP_809778
Tc00.1047053510091.20	XP_811640
Tc00.1047053506649.100	XP_812639
Tc00.1047053506525.30	XP_814724
Tc00.1047053506337.30	XP_815024
Tc00.1047053507775.30	XP_805551
Tc00.1047053509521.11	XP_807426
Tc00.1047053509571.70	XP_807960
Tc00.1047053507357.90	XP_812242
Tc00.1047053507831.30	XP_814067
Tc00.1047053508355.290	XP_821121
Tc00.1047053508707.227	XP_820727
Tc00.1047053511173.110	XP_821380
Tc00.1047053506627.50	XP_810980
Tc00.1047053505193.80	XP_812371
Tc00.1047053504137.110	XP_813868
Tc00.1047053510933.120	XP_815153
Tc00.1047053507519.80	XP_816096
Tc00.1047053508273.30	XP_811393
Tc00.1047053511421.230	XP_818811
Tc00.1047053511491.9	XP_813902
Tc00.1047053457251.19	XP_802816
Tc00.1047053506665.30	XP_803232
Tc00.1047053508921.20	XP_805098
Tc00.1047053508351.50	XP_805843
Tc00.1047053507209.50	XP_808111
Tc00.1047053510859.40	XP_808445
Tc00.1047053506621.14	XP_810106
Tc00.1047053508781.110	XP_811624
Tc00.1047053503893.170	XP_815098
Tc00.1047053509999.70	XP_814909
Tc00.1047053505387.9	XP_804865
Tc00.1047053506159.5	XP_808959
Tc00.1047053510251.19	XP_805066
Tc00.1047053510569.20	XP_804187
Tc00.1047053404001.4	XP_806716
Tc00.1047053506709.40	XP_806686
Tc00.1047053506367.20	XP_813262
Tc00.1047053506947.10	XP_811224
Tc00.1047053508593.90	XP_815713
Tc00.1047053506581.14	XP_807027
Tc00.1047053509695.80	XP_817756
Tc00.1047053509715.40	XP_813447
Tc00.1047053508207.54	XP_818433
Tc00.1047053511431.50	XP_813414
Tc00.1047053511517.156	XP_815701
Tc00.1047053508693.50	XP_817803
Tc00.1047053509419.131	XP_818001
Tc00.1047053510361.80	XP_818480
Tc00.1047053509733.130	XP_818674
Tc00.1047053510889.210	XP_820883
Tc00.1047053508461.440	XP_821636
Tc00.1047053511635.50	XP_805388
Tc00.1047053508257.190	XP_818951
Tc00.1047053507213.20	XP_807419
Tc00.1047053504159.100	XP_810220
Tc00.1047053504867.110	XP_812784
Tc00.1047053511613.70	XP_815411
Tc00.1047053508741.229	XP_821072
Tc00.1047053504231.20	XP_805077
Tc00.1047053509931.10	XP_805547
Tc00.1047053511719.10	XP_806592
Tc00.1047053503755.30	XP_807923
Tc00.1047053506263.40	XP_805654
Tc00.1047053511021.60	XP_811318
Tc00.1047053510609.34	XP_814582
Tc00.1047053508815.70	XP_815595
Tc00.1047053506895.80	XP_808474
Tc00.1047053504057.11	XP_817305
Tc00.1047053508667.40	XP_805617
Tc00.1047053511653.60	XP_809266
Tc00.1047053503989.50	XP_810387
Tc00.1047053508435.10	XP_810959
Tc00.1047053506727.130	XP_811437
Tc00.1047053507715.80	XP_812726
Tc00.1047053511767.100	XP_814811
Tc00.1047053509209.20	XP_802498
Tc00.1047053504277.11	XP_803310
Tc00.1047053503945.20	XP_804312
Tc00.1047053508659.50	XP_805452
Tc00.1047053508055.25	XP_808397
Tc00.1047053506533.70	XP_808659
Tc00.1047053507025.10	XP_809344
Tc00.1047053510243.50	XP_810517
Tc00.1047053511415.40	XP_811920
Tc00.1047053509073.10	XP_812171
Tc00.1047053506801.100	XP_813687
Tc00.1047053510879.100	XP_814672
Tc00.1047053506759.230	XP_815021
Tc00.1047053510089.70	XP_816798
Tc00.1047053503595.19	XP_803934
Tc00.1047053507165.10	XP_805189
Tc00.1047053507737.10	XP_805441
Tc00.1047053503687.10	XP_806066
Tc00.1047053505555.40	XP_806263
Tc00.1047053504787.20	XP_808838
Tc00.1047053508357.20	XP_810032
Tc00.1047053509081.10	XP_810603
Tc00.1047053509643.10	XP_811779
Tc00.1047053510535.30	XP_812687
Tc00.1047053510515.120	XP_812928
Tc00.1047053506177.50	XP_813935
Tc00.1047053509611.180	XP_814806
Tc00.1047053508637.150	XP_815243
Tc00.1047053508907.10	XP_802595
Tc00.1047053508611.30	XP_804170
Tc00.1047053503773.20	XP_805607
Tc00.1047053510061.20	XP_807357
Tc00.1047053509797.20	XP_808552
Tc00.1047053509075.11	XP_810809
Tc00.1047053506725.60	XP_810917
Tc00.1047053507041.30	XP_811745
Tc00.1047053509053.30	XP_813307
Tc00.1047053509575.4	XP_806503
Tc00.1047053511787.10	XP_806853
Tc00.1047053511487.90	XP_817149
Tc00.1047053508347.130	XP_817483
Tc00.1047053504741.250	XP_817795
Tc00.1047053508307.125	XP_817147
Tc00.1047053511421.40	XP_818797
Tc00.1047053504105.250	XP_819711
Tc00.1047053508187.30	XP_805166
Tc00.1047053504087.10	XP_808192
Tc00.1047053508849.11	XP_802738
Tc00.1047053510901.250	XP_819037
Tc00.1047053511651.10	XP_802634
Tc00.1047053508173.270	XP_818281
Tc00.1047053507237.110	XP_819575
Tc00.1047053509549.10	XP_815315
Tc00.1047053507615.80	XP_815779
Tc00.1047053510121.60	XP_816467
Tc00.1047053503815.10	XP_804849
Tc00.1047053510729.130	XP_818874
Tc00.1047053506789.190	XP_819919
Tc00.1047053509897.140	XP_820143
Tc00.1047053510629.300	XP_821323
Tc00.1047053511183.190	XP_821902
Tc00.1047053511911.102	XP_816760
Tc00.1047053510759.60	XP_817229
Tc00.1047053511907.300	XP_819333
Tc00.1047053507071.160	XP_821143
Tc00.1047053511127.90	XP_821341
Tc00.1047053510359.190	XP_821741
Tc00.1047053506559.530	XP_821817
Tc00.1047053510629.150	XP_821320
Tc00.1047053506063.59	XP_812446
Tc00.1047053508221.730	XP_822020
Tc00.1047053503753.29	XP_804467
Tc00.1047053510119.40	XP_806831
Tc00.1047053508153.490	XP_822068
Tc00.1047053503423.5	XP_804707
Tc00.1047053506227.160	XP_817460
Tc00.1047053509195.40	XP_809949
Tc00.1047053506195.160	XP_819109
Tc00.1047053508943.30	XP_805805
Tc00.1047053508173.140	XP_818271
Tc00.1047053511589.140	XP_816016
Tc00.1047053510347.5	XP_807765
Tc00.1047053506941.270	XP_819090
Tc00.1047053510187.280	XP_821490
Tc00.1047053457339.19	XP_802347
Tc00.1047053510651.10	XP_802911
Tc00.1047053509751.20	XP_803909
Tc00.1047053503493.20	XP_805435
Tc00.1047053506715.40	XP_805873
Tc00.1047053508689.10	XP_805764
Tc00.1047053507809.130	XP_817425
Tc00.1047053509553.10	XP_807810
Tc00.1047053509543.10	XP_806508
Tc00.1047053507053.160	XP_817702
Tc00.1047053509539.40	XP_808771
Tc00.1047053510761.30	XP_813340
Tc00.1047053508777.70	XP_817209
Tc00.1047053509755.20	XP_809847
Tc00.1047053511825.80	XP_816488
Tc00.1047053506265.45	XP_817529
Tc00.1047053510661.100	XP_818023
Tc00.1047053511907.250	XP_819328
Tc00.1047053510741.10	XP_817010
Tc00.1047053507031.50	XP_817250
Tc00.1047053511727.110	XP_819287
Tc00.1047053507093.250	XP_820553
Tc00.1047053508707.160	XP_820710
Tc00.1047053424123.30	XP_803949
Tc00.1047053506615.150	XP_811702
Tc00.1047053509143.10	XP_803964
Tc00.1047053507629.20	XP_807150
Tc00.1047053507063.250	XP_819984
Tc00.1047053506861.20	XP_804655
Tc00.1047053508809.50	XP_809202
Tc00.1047053508125.40	XP_811356
Tc00.1047053506667.80	XP_815510
Tc00.1047053506563.30	XP_816689
Tc00.1047053482097.10	XP_802200
Tc00.1047053510879.190	XP_814681
Tc00.1047053508153.994	XP_822116
Tc00.1047053507695.30	XP_802879
Tc00.1047053429257.20	XP_803432
Tc00.1047053506131.190	XP_815189
Tc00.1047053510153.5	XP_802948
Tc00.1047053508729.9	XP_802755
Tc00.1047053506927.20	XP_803941
Tc00.1047053504397.9	XP_804532
Tc00.1047053511067.30	XP_806322
Tc00.1047053506179.20	XP_808252
Tc00.1047053507025.50	XP_809348
Tc00.1047053506725.80	XP_810919
Tc00.1047053507087.70	XP_813033
Tc00.1047053511239.110	XP_814392
Tc00.1047053511921.150	XP_814443
Tc00.1047053508637.69	XP_815247
Tc00.1047053511577.130	XP_815430
Tc00.1047053505071.60	XP_812870
Tc00.1047053510667.140	XP_813140
Tc00.1047053508479.220	XP_820859
Tc00.1047053509363.31	XP_804190
Tc00.1047053511105.29	XP_806745
Tc00.1047053503431.10	XP_809237
Tc00.1047053508199.80	XP_809870
Tc00.1047053510525.10	XP_810108
Tc00.1047053510305.30	XP_812164
Tc00.1047053506223.130	XP_812943
Tc00.1047053508209.30	XP_813057
Tc00.1047053506801.40	XP_813682
Tc00.1047053507895.60	XP_814599
Tc00.1047053506753.80	XP_815373
Tc00.1047053511859.10	XP_815298
Tc00.1047053506245.302	XP_820309
Tc00.1047053510583.200	XP_818304
Tc00.1047053509965.190	XP_820236
Tc00.1047053504021.50	XP_815612
Tc00.1047053506629.30	XP_816576
Tc00.1047053509525.210	XP_820813
Tc00.1047053507885.10	XP_804229
Tc00.1047053508921.30	XP_805099
Tc00.1047053508871.140	XP_816726
Tc00.1047053508647.250	XP_818256
Tc00.1047053507785.10	XP_802866
Tc00.1047053511877.10	XP_804328
Tc00.1047053508949.50	XP_805675
Tc00.1047053507841.14	XP_807335
Tc00.1047053506239.50	XP_807734
Tc00.1047053508297.50	XP_808880
Tc00.1047053509027.60	XP_810412
Tc00.1047053510625.100	XP_819532
Tc00.1047053510693.200	XP_820658
Tc00.1047053510101.140	XP_821225
Tc00.1047053507705.30	XP_804456
Tc00.1047053506979.59	XP_806518
Tc00.1047053509153.130	XP_815331
Tc00.1047053510889.280	XP_820886
Tc00.1047053504067.10	XP_802827
Tc00.1047053508233.30	XP_806722
Tc00.1047053508355.130	XP_821106
Tc00.1047053505789.20	XP_803353
Tc00.1047053510223.9	XP_802352
Tc00.1047053511705.10	XP_806389
Tc00.1047053503925.30	XP_811454
Tc00.1047053511215.110	XP_814168
Tc00.1047053507895.160	XP_814604
Tc00.1047053510165.110	XP_810882
Tc00.1047053508577.160	XP_816231
Tc00.1047053506473.6	XP_807535
Tc00.1047053507945.10	XP_804482
Tc00.1047053507629.39	XP_807152
Tc00.1047053507795.20	XP_807791
Tc00.1047053511219.40	XP_809659
Tc00.1047053511851.10	XP_811899
Tc00.1047053509267.50	XP_812451
Tc00.1047053506009.80	XP_813043
Tc00.1047053508891.60	XP_814591
Tc00.1047053509671.60	XP_814691
Tc00.1047053507677.110	XP_816663
Tc00.1047053511865.19	XP_809107
Tc00.1047053507615.70	XP_815778
Tc00.1047053405453.9	XP_803013
Tc00.1047053506435.110	XP_821005
Tc00.1047053473709.10	XP_802157
Tc00.1047053510293.10	XP_806878
Tc00.1047053508173.240	XP_818279
Tc00.1047053508349.39	XP_806939
Tc00.1047053508241.20	XP_813324
Tc00.1047053506821.140	XP_815987
Tc00.1047053508501.80	XP_818140
Tc00.1047053508207.60	XP_818411
Tc00.1047053509023.30	XP_817030
Tc00.1047053510363.270	XP_819148
Tc00.1047053510687.40	XP_811177
Tc00.1047053509871.80	XP_812568
Tc00.1047053506855.180	XP_820578
Tc00.1047053508851.100	XP_814470
Tc00.1047053511545.199	XP_815682
Tc00.1047053504257.70	XP_806554
Tc00.1047053511481.55	XP_808366
Tc00.1047053510337.30	XP_806850
Tc00.1047053503809.130	XP_814716
Tc00.1047053508965.90	XP_815143
Tc00.1047053506885.354	XP_821509
Tc00.1047053507855.9	XP_802881
Tc00.1047053507879.10	XP_804139
Tc00.1047053510065.30	XP_806523
Tc00.1047053509985.78	XP_807635
Tc00.1047053503805.40	XP_808381
Tc00.1047053506495.3	XP_808782
Tc00.1047053508745.30	XP_809283
Tc00.1047053508169.129	XP_809773
Tc00.1047053510143.129	XP_811489
Tc00.1047053506839.34	XP_812199
Tc00.1047053506295.100	XP_812860
Tc00.1047053506661.60	XP_813975
Tc00.1047053511445.120	XP_814341
Tc00.1047053510609.70	XP_814575
Tc00.1047053503893.150	XP_815096
Tc00.1047053406933.10	XP_802432
Tc00.1047053509349.20	XP_803916
Tc00.1047053507693.10	XP_804087
Tc00.1047053505097.49	XP_804461
Tc00.1047053506325.10	XP_807233
Tc00.1047053511409.30	XP_808507
Tc00.1047053506585.50	XP_809818
Tc00.1047053511239.20	XP_814385
Tc00.1047053509237.30	XP_814630
Tc00.1047053503531.40	XP_805713
Tc00.1047053506135.70	XP_811544
Tc00.1047053508915.9	XP_802670
Tc00.1047053504935.10	XP_803152
Tc00.1047053422867.10	XP_804567
Tc00.1047053508403.10	XP_806246
Tc00.1047053506249.50	XP_806664
Tc00.1047053508059.10	XP_806991
Tc00.1047053503841.50	XP_807786
Tc00.1047053507963.30	XP_809782
Tc00.1047053510477.80	XP_810909
Tc00.1047053506735.30	XP_811611
Tc00.1047053509895.20	XP_812229
Tc00.1047053509011.100	XP_812577
Tc00.1047053511921.50	XP_814441
Tc00.1047053507017.20	XP_813081
Tc00.1047053508771.50	XP_809112
Tc00.1047053504239.210	XP_820014
Tc00.1047053507089.50	XP_818773
Tc00.1047053511727.40	XP_819281
Tc00.1047053507541.10	XP_805141
Tc00.1047053511627.80	XP_810532
Tc00.1047053506649.90	XP_812638
Tc00.1047053508857.150	XP_815279
Tc00.1047053511217.10	XP_818322
Tc00.1047053504157.80	XP_813536
Tc00.1047053511517.90	XP_815690
Tc00.1047053511099.230	XP_815921
Tc00.1047053507625.180	XP_816248
Tc00.1047053509419.80	XP_817995
Tc00.1047053511903.250	XP_817939
Tc00.1047053511255.650	XP_821690
Tc00.1047053510469.20	XP_806572
Tc00.1047053508393.9	XP_802767
Tc00.1047053508437.10	XP_804119
Tc00.1047053510847.10	XP_812956
Tc00.1047053511153.64	XP_813772
Tc00.1047053503809.40	XP_814710
Tc00.1047053509153.110	XP_815329
Tc00.1047053510015.20	XP_806191
Tc00.1047053509023.110	XP_817038
Tc00.1047053508543.80	XP_817342
Tc00.1047053506945.170	XP_818980
Tc00.1047053510625.19	XP_819539
Tc00.1047053507757.40	XP_808740
Tc00.1047053506759.160	XP_815017
Tc00.1047053508773.9	XP_802762
Tc00.1047053509171.80	XP_810581
Tc00.1047053504427.20	XP_819472
Tc00.1047053511517.10	XP_815683
Tc00.1047053508347.159	XP_817487
Tc00.1047053504039.70	XP_817897
Tc00.1047053508909.190	XP_820514
Tc00.1047053510693.163	XP_820666
Tc00.1047053508221.1010	XP_822031
Tc00.1047053510667.40	XP_813131
Tc00.1047053506459.140	XP_820388
Tc00.1047053510279.140	XP_821081
Tc00.1047053510897.6	XP_809670
Tc00.1047053507707.20	XP_803269
Tc00.1047053511479.20	XP_804370
Tc00.1047053511121.20	XP_805323
Tc00.1047053508933.40	XP_806695
Tc00.1047053509793.30	XP_807063
Tc00.1047053503903.30	XP_807618
Tc00.1047053511855.20	XP_809998
Tc00.1047053508973.69	XP_811711
Tc00.1047053503939.10	XP_815251
Tc00.1047053430895.10	XP_804675
Tc00.1047053509259.130	XP_815463
Tc00.1047053503923.10	XP_807267
Tc00.1047053509589.10	XP_808342
Tc00.1047053508355.10	XP_821092
Tc00.1047053506231.10	XP_805726
Tc00.1047053506741.130	XP_815845
Tc00.1047053437121.9	XP_803064
Tc00.1047053510125.10	XP_807985
Tc00.1047053509207.70	XP_813710
Tc00.1047053503855.30	XP_811726
Tc00.1047053510391.30	XP_810766
Tc00.1047053506579.70	XP_811533
Tc00.1047053511183.260	XP_821905
Tc00.1047053447135.10	XP_803998
Tc00.1047053504077.30	XP_805851
Tc00.1047053506693.10	XP_806016
Tc00.1047053506343.10	XP_808787
Tc00.1047053506465.5	XP_810031
Tc00.1047053506493.30	XP_812665
Tc00.1047053504425.60	XP_813190
Tc00.1047053508061.50	XP_814819
Tc00.1047053509521.3	XP_807424
Tc00.1047053509963.10	XP_808477
Tc00.1047053508719.80	XP_808915
Tc00.1047053508641.10	XP_819766
Tc00.1047053509269.19	XP_805447
Tc00.1047053508375.80	XP_809067
Tc00.1047053511389.100	XP_814296
Tc00.1047053506513.60	XP_816287
Tc00.1047053508173.100	XP_818268
Tc00.1047053510459.10	XP_810052
Tc00.1047053510719.280	XP_819206
Tc00.1047053504147.160	XP_819838
Tc00.1047053507113.9	XP_802853
Tc00.1047053509637.9	XP_803474
Tc00.1047053510921.20	XP_804954
Tc00.1047053507003.24	XP_806877
Tc00.1047053509779.4	XP_808689
Tc00.1047053504071.70	XP_810207
Tc00.1047053506703.153	XP_812343
Tc00.1047053510519.80	XP_812711
Tc00.1047053506295.130	XP_812863
Tc00.1047053507017.80	XP_813087
Tc00.1047053507081.40	XP_813590
Tc00.1047053509611.20	XP_814791
Tc00.1047053511449.10	XP_811403
Tc00.1047053504113.41	XP_804393
Tc00.1047053473633.9	XP_802269
Tc00.1047053506741.60	XP_815839
Tc00.1047053508543.20	XP_817337
Tc00.1047053510661.270	XP_818036
Tc00.1047053510431.90	XP_819228
Tc00.1047053511585.320	XP_820383
Tc00.1047053510377.390	XP_821307
Tc00.1047053510043.29	XP_807698
Tc00.1047053504159.50	XP_810215
Tc00.1047053511003.50	XP_816034
Tc00.1047053504109.150	XP_816844
Tc00.1047053507747.260	XP_818387
Tc00.1047053509753.140	XP_819130
Tc00.1047053508325.30	XP_820129
Tc00.1047053511589.80	XP_816010
Tc00.1047053504239.20	XP_820007
Tc00.1047053510379.20	XP_802907
Tc00.1047053509715.80	XP_813450
Tc00.1047053506779.160	XP_815547
Tc00.1047053508023.50	XP_817611
Tc00.1047053508207.260	XP_818431
Tc00.1047053510955.20	XP_807435
Tc00.1047053506785.46	XP_805488
Tc00.1047053506739.180	XP_817070
Tc00.1047053508951.29	XP_809000
Tc00.1047053510187.430	XP_821503
Tc00.1047053503691.9	XP_803045
Tc00.1047053510431.10	XP_819221
Tc00.1047053508875.10	XP_802731
Tc00.1047053509809.30	XP_804890
Tc00.1047053511297.30	XP_806362
Tc00.1047053505945.5	XP_809053
Tc00.1047053511491.120	XP_813897
Tc00.1047053510853.50	XP_814487
Tc00.1047053510233.20	XP_805894
Tc00.1047053507849.80	XP_809863
Tc00.1047053504137.130	XP_813870
Tc00.1047053508873.150	XP_821705
Tc00.1047053508413.84	XP_808868
Tc00.1047053504985.20	XP_804038
Tc00.1047053503903.10	XP_807616
Tc00.1047053511419.40	XP_808145
Tc00.1047053504069.40	XP_811508
Tc00.1047053510257.24	XP_811766
Tc00.1047053507771.114	XP_812123
Tc00.1047053506703.20	XP_812337
Tc00.1047053511649.70	XP_815055
Tc00.1047053505207.10	XP_808758
Tc00.1047053503447.40	XP_810390
Tc00.1047053511285.40	XP_813752
Tc00.1047053470399.10	XP_802382
Tc00.1047053510777.20	XP_803219
Tc00.1047053504411.10	XP_804592
Tc00.1047053503757.10	XP_805888
Tc00.1047053504097.30	XP_806497
Tc00.1047053510733.40	XP_809146
Tc00.1047053503847.60	XP_810079
Tc00.1047053503453.60	XP_810704
Tc00.1047053506737.90	XP_813578
Tc00.1047053506929.20	XP_807193
Tc00.1047053506953.30	XP_807538
Tc00.1047053506193.20	XP_808648
Tc00.1047053504159.80	XP_810218
Tc00.1047053508065.40	XP_810500
Tc00.1047053510257.70	XP_811759
Tc00.1047053506619.10	XP_812624
Tc00.1047053506769.40	XP_812832
Tc00.1047053510603.169	XP_815406
Tc00.1047053510667.80	XP_813135
Tc00.1047053511529.259	XP_815747
Tc00.1047053508365.4	XP_818715
Tc00.1047053507695.14	XP_802880
Tc00.1047053509047.20	XP_809936
Tc00.1047053509599.80	XP_816165
Tc00.1047053506625.140	XP_817979
Tc00.1047053507681.200	XP_818592
Tc00.1047053505807.240	XP_816634
Tc00.1047053507875.180	XP_818861
Tc00.1047053508355.120	XP_821105
Tc00.1047053503827.60	XP_812606
Tc00.1047053507063.70	XP_819966
Tc00.1047053508917.49	XP_808246
Tc00.1047053509483.10	XP_804002
Tc00.1047053509053.130	XP_813317
Tc00.1047053506127.30	XP_816187
Tc00.1047053507681.130	XP_818582
Tc00.1047053508479.270	XP_820864
Tc00.1047053511257.70	XP_813509
Tc00.1047053507603.70	XP_818560
Tc00.1047053508903.110	XP_811309
Tc00.1047053511391.130	XP_817912
Tc00.1047053506289.60	XP_818540
Tc00.1047053506247.130	XP_820327
Tc00.1047053507071.360	XP_821153
Tc00.1047053504033.110	XP_816869
Tc00.1047053507491.50	XP_816990
Tc00.1047053506357.40	XP_819263
Tc00.1047053511127.120	XP_821344
Tc00.1047053504163.70	XP_809372
Tc00.1047053506929.30	XP_807194
Tc00.1047053509645.19	XP_804751
Tc00.1047053509937.200	XP_817413
Tc00.1047053511577.144	XP_815439
Tc00.1047053507519.30	XP_816091
Tc00.1047053503903.50	XP_807619
Tc00.1047053511727.100	XP_819286
Tc00.1047053510407.30	XP_810291
Tc00.1047053508153.770	XP_822115
Tc00.1047053507017.40	XP_813083
Tc00.1047053510463.90	XP_819647
Tc00.1047053508153.620	XP_822090
Tc00.1047053510687.130	XP_811186
Tc00.1047053510055.100	XP_815636
Tc00.1047053511211.30	XP_817725
Tc00.1047053509965.250	XP_820241
Tc00.1047053507711.190	XP_819865
Tc00.1047053509525.280	XP_820820
Tc00.1047053505999.60	XP_816057
Tc00.1047053507003.60	XP_806875
Tc00.1047053506247.355	XP_820314
Tc00.1047053509201.10	XP_803967
Tc00.1047053506315.20	XP_810249
Tc00.1047053507811.30	XP_812486
Tc00.1047053510371.10	XP_813424
Tc00.1047053511285.4	XP_813759
Tc00.1047053505025.144	XP_814567
Tc00.1047053508541.210	XP_815858
Tc00.1047053508207.170	XP_818422
Tc00.1047053510013.310	XP_818533
Tc00.1047053506789.270	XP_819926
Tc00.1047053510225.40	XP_806950
Tc00.1047053507559.60	XP_811369
Tc00.1047053506127.90	XP_816192
Tc00.1047053507049.119	XP_816433
Tc00.1047053506147.150	XP_817600
Tc00.1047053511751.110	XP_818498
Tc00.1047053506679.60	XP_820030
Tc00.1047053506833.20	XP_807325
Tc00.1047053511237.40	XP_810276
Tc00.1047053504069.50	XP_811509
Tc00.1047053509643.70	XP_811785
Tc00.1047053506213.40	XP_811925
Tc00.1047053503909.68	XP_812109
Tc00.1047053509747.70	XP_812330
Tc00.1047053510283.40	XP_812499
Tc00.1047053511451.90	XP_812772
Tc00.1047053509777.100	XP_814231
Tc00.1047053510879.80	XP_814670
Tc00.1047053509029.100	XP_815109
Tc00.1047053508183.4	XP_804061
Tc00.1047053399373.20	XP_804452
Tc00.1047053511803.10	XP_807714
Tc00.1047053506895.40	XP_808472
Tc00.1047053509885.64	XP_808908
Tc00.1047053508405.20	XP_809618
Tc00.1047053505919.80	XP_810616
Tc00.1047053510655.10	XP_813278
Tc00.1047053511301.170	XP_815494
Tc00.1047053504109.70	XP_816836
Tc00.1047053506859.160	XP_818368
Tc00.1047053505945.80	XP_809050
Tc00.1047053506425.150	XP_815457
Tc00.1047053508173.260	XP_818280
Tc00.1047053511247.9	XP_804212
Tc00.1047053511373.30	XP_805887
Tc00.1047053506893.25	XP_807840
Tc00.1047053511307.10	XP_807981
Tc00.1047053509665.20	XP_808401
Tc00.1047053504029.101	XP_809471
Tc00.1047053508813.40	XP_810132
Tc00.1047053511395.20	XP_811101
Tc00.1047053503717.90	XP_812700
Tc00.1047053506835.50	XP_813546
Tc00.1047053507007.70	XP_813696
Tc00.1047053504827.21	XP_815904
Tc00.1047053510565.170	XP_816266
Tc00.1047053510659.230	XP_818455
Tc00.1047053508479.150	XP_820852
Tc00.1047053508125.14	XP_811363
Tc00.1047053507521.30	XP_815875
Tc00.1047053508433.80	XP_818691
Tc00.1047053460125.10	XP_802273
Tc00.1047053509799.110	XP_814200
Tc00.1047053504225.10	XP_802860
Tc00.1047053507007.20	XP_813691
Tc00.1047053506773.80	XP_816603
Tc00.1047053508365.70	XP_818701
Tc00.1047053510997.10	XP_806528
Tc00.1047053503805.30	XP_808380
Tc00.1047053507511.40	XP_808928
Tc00.1047053506865.40	XP_809705
Tc00.1047053510181.110	XP_812439
Tc00.1047053508521.20	XP_812613
Tc00.1047053510879.140	XP_814676
Tc00.1047053508919.60	XP_815125
